gid,objeto,geom,fna,gna,nam,in1,tgl,cod_tgl,nam_prov,cod_prov,fdc,sag
146,Gobierno local,MULTIPOINT(-68.2841375258261 -42.5222032553759),Comuna Gan Gan,Comuna,Gan Gan,268126,Comuna Rural,CR,Chubut,26,BAHRA,IGN
147,Gobierno local,MULTIPOINT(-66.9432129677043 -42.4355306192426),Comuna Telsen,Comuna,Telsen,268133,Comuna Rural,CR,Chubut,26,BAHRA,IGN
148,Gobierno local,MULTIPOINT(-61.2419851104245 -24.2555246297578),Municipio Laguna Yema,Municipio,Laguna Yema,340007,Municipio,M3,Formosa,34,BAHRA,IGN
149,Gobierno local,MULTIPOINT(-61.4619742952775 -24.0988143485033),Comisión Los Chiriguanos,Comisión,Los Chiriguanos,345007,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
150,Gobierno local,MULTIPOINT(-61.7080600297465 -23.5703219151242),Comisión Pozo de Maza,Comisión,Pozo de Maza,345035,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
151,Gobierno local,MULTIPOINT(-61.0262078230326 -24.4071675712264),Junta Pozo del Mortero,Junta,Pozo del Mortero,349007,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
152,Gobierno local,MULTIPOINT(-58.2614948596001 -25.6726931911378),Comisión Colonia Pastoril,Comisión,Colonia Pastoril,345014,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
153,Gobierno local,MULTIPOINT(-58.1748964831861 -26.1850089828782),Municipio Formosa,Municipio,Formosa,340028,Municipio,M1,Formosa,34,BAHRA,IGN
154,Gobierno local,MULTIPOINT(-58.8857285954982 -25.8627622714616),Comisión Gran Guardia,Comisión,Gran Guardia,345021,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
155,Gobierno local,MULTIPOINT(-58.4877543758637 -26.109324813889),Junta Mariano Boedo,Junta,Mariano Boedo,349014,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
156,Gobierno local,MULTIPOINT(-58.0490510002035 -26.0331895062906),Junta Mojón de Fierro,Junta,Mojón de Fierro,349021,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
157,Gobierno local,MULTIPOINT(-58.6522557079346 -26.0299921115467),Comisión San Hilario,Comisión,San Hilario,345028,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
158,Gobierno local,MULTIPOINT(-58.2570997666409 -26.2507758645145),Junta Villa del Carmen,Junta,Villa del Carmen,349028,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
159,Gobierno local,MULTIPOINT(-58.338339819527 -26.7074221970767),Junta Banco Payaguá,Junta,Banco Payaguá,349035,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
160,Gobierno local,MULTIPOINT(-58.6304602622313 -26.6576895089636),Municipio General Lucio Victorio Mansilla,Municipio,General Lucio Victorio Mansilla,340049,Municipio,M3,Formosa,34,BAHRA,IGN
161,Gobierno local,MULTIPOINT(-58.3116181907269 -26.4898478097286),Municipio Herradura,Municipio,Herradura,340056,Municipio,M3,Formosa,34,BAHRA,IGN
162,Gobierno local,MULTIPOINT(-58.6296130523005 -26.2438670351355),Municipio Misión San Francisco de Laishi,Municipio,Misión San Francisco de Laishi,340063,Municipio,M3,Formosa,34,BAHRA,IGN
163,Gobierno local,MULTIPOINT(-58.3573369545368 -26.3981528250928),Junta Tatané,Junta,Tatané,349042,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
164,Gobierno local,MULTIPOINT(-58.669706676322 -26.6219167919264),Municipio Villa Escolar,Municipio,Villa Escolar,340070,Municipio,M3,Formosa,34,BAHRA,IGN
165,Gobierno local,MULTIPOINT(-61.8424292690955 -23.9037391497419),Municipio Ingeniero Guillermo Nicasio Juárez,Municipio,Ingeniero Guillermo Nicasio Juárez,340077,Municipio,M2,Formosa,34,BAHRA,IGN
166,Gobierno local,MULTIPOINT(-59.570759592681 -25.4080479236727),Junta Bartolomé de las Casas,Junta,Bartolomé de las Casas,349049,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
167,Gobierno local,MULTIPOINT(-59.4340586064195 -24.643921201802),Junta Colonia Sarmiento,Junta,Colonia Sarmiento,349056,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
168,Gobierno local,MULTIPOINT(-59.6809897683631 -25.3306403811486),Municipio Comandante Fontana,Municipio,Comandante Fontana,340091,Municipio,M3,Formosa,34,BAHRA,IGN
169,Gobierno local,MULTIPOINT(-59.2851118459349 -25.0385076303228),Junta El Recreo,Junta,El Recreo,349063,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
170,Gobierno local,MULTIPOINT(-60.090638520951 -25.0535462734417),Municipio Estanislao del Campo,Municipio,Estanislao del Campo,340098,Municipio,M2,Formosa,34,BAHRA,IGN
171,Gobierno local,MULTIPOINT(-59.8276786000873 -24.286422629201),Comisión Fortín Lugones,Comisión,Fortín Lugones,345042,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
172,Gobierno local,MULTIPOINT(-59.385116204749 -24.5541117906266),Junta Fortín Sargento 1º Leyes,Junta,Fortín Sargento 1º Leyes,349070,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
173,Gobierno local,MULTIPOINT(-59.8588924369364 -25.2144997575577),Municipio Ibarreta,Municipio,Ibarreta,340126,Municipio,M2,Formosa,34,BAHRA,IGN
174,Gobierno local,MULTIPOINT(-60.8329086441186 -24.5429992296307),Junta Juan G. Bazán,Junta,Juan G. Bazán,349077,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
175,Gobierno local,MULTIPOINT(-59.1098080633914 -25.7326498192337),Municipio Pirané,Municipio,Pirané,340245,Municipio,M2,Formosa,34,BAHRA,IGN
176,Gobierno local,MULTIPOINT(-60.5913768831366 -24.7081356053739),Municipio Las Lomitas,Municipio,Las Lomitas,340133,Municipio,M2,Formosa,34,BAHRA,IGN
177,Gobierno local,MULTIPOINT(-60.1972624278188 -24.2107889355609),Junta Posta Cambio Zalazar,Junta,Posta Cambio Zalazar,349084,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
178,Gobierno local,MULTIPOINT(-60.3191845158527 -24.8955535454597),Municipio Pozo del Tigre,Municipio,Pozo del Tigre,340140,Municipio,M3,Formosa,34,BAHRA,IGN
179,Gobierno local,MULTIPOINT(-59.9021205921915 -24.5324661198155),Junta San Martín I,Junta,San Martín I,349091,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
180,Gobierno local,MULTIPOINT(-59.6549047912231 -24.4337341029465),Municipio San Martín Dos,Municipio,San Martín Dos,340147,Municipio,M3,Formosa,34,BAHRA,IGN
181,Gobierno local,MULTIPOINT(-60.0188243271809 -25.5354088245576),Comisión Subteniente Perín,Comisión,Subteniente Perín,345049,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
182,Gobierno local,MULTIPOINT(-59.4885100597914 -24.7557833052553),Municipio Villa General Güemes,Municipio,Villa General Güemes,340119,Municipio,M3,Formosa,34,BAHRA,IGN
183,Gobierno local,MULTIPOINT(-59.0263892931313 -24.9385338565522),Municipio General Manuel Belgrano,Municipio,General Manuel Belgrano,340112,Municipio,M3,Formosa,34,BAHRA,IGN
184,Gobierno local,MULTIPOINT(-58.3855286016636 -25.0715004089167),Comisión Buena Vista,Comisión,Buena Vista,345056,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
185,Gobierno local,MULTIPOINT(-58.5525615909446 -24.9814828523517),Municipio El Espinillo,Municipio,El Espinillo,340168,Municipio,M3,Formosa,34,BAHRA,IGN
186,Gobierno local,MULTIPOINT(-58.7423200868025 -25.2690857144341),Junta Laguna Gallo,Junta,Laguna Gallo,349098,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
187,Gobierno local,MULTIPOINT(-58.8199343897602 -24.9809999910567),Municipio Misión Tacaaglé,Municipio,Misión Tacaaglé,340175,Municipio,M3,Formosa,34,BAHRA,IGN
188,Gobierno local,MULTIPOINT(-58.7425461835595 -24.9660914654487),Junta Portón Negro,Junta,Portón Negro,349105,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
189,Gobierno local,MULTIPOINT(-58.5130786092903 -25.216124036595),Comisión Tres Lagunas,Comisión,Tres Lagunas,345063,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
190,Gobierno local,MULTIPOINT(-57.7224081993788 -25.2860808803283),Municipio Clorinda,Municipio,Clorinda,340189,Municipio,M1,Formosa,34,BAHRA,IGN
191,Gobierno local,MULTIPOINT(-58.2404572824776 -25.1262642957606),Municipio Laguna Blanca,Municipio,Laguna Blanca,340196,Municipio,M2,Formosa,34,BAHRA,IGN
192,Gobierno local,MULTIPOINT(-58.1210158205237 -25.2227368900953),Municipio Laguna Naick Neck,Municipio,Laguna Naick Neck,340203,Municipio,M3,Formosa,34,BAHRA,IGN
193,Gobierno local,MULTIPOINT(-57.9762694812515 -25.2479727156683),Junta Palma Sola,Junta,Palma Sola,349112,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
194,Gobierno local,MULTIPOINT(-58.2797959112523 -25.3606567805859),Municipio Riacho He He,Municipio,Riacho He He,340210,Municipio,M3,Formosa,34,BAHRA,IGN
195,Gobierno local,MULTIPOINT(-57.793279659029 -25.4239708656629),Junta Riacho Negro,Junta,Riacho Negro,349119,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
196,Gobierno local,MULTIPOINT(-58.3320032251686 -25.2036911422324),Comisión Siete Palmas,Comisión,Siete Palmas,345070,Comisión de Fomento,CF,Formosa,34,BAHRA,IGN
197,Gobierno local,MULTIPOINT(-59.0800251846146 -26.2046868830931),Municipio Mayor Villafañe,Municipio,Mayor Villafañe,340231,Municipio,M3,Formosa,34,BAHRA,IGN
198,Gobierno local,MULTIPOINT(-59.3723080457797 -26.3090610216488),Municipio El Colorado,Municipio,El Colorado,340224,Municipio,M2,Formosa,34,BAHRA,IGN
199,Gobierno local,MULTIPOINT(-59.3377190946604 -25.564593878105),Municipio Palo Santo,Municipio,Palo Santo,340238,Municipio,M3,Formosa,34,BAHRA,IGN
200,Gobierno local,MULTIPOINT(-59.3671554790421 -26.187165694741),Municipio Villa Dos Trece,Municipio,Villa Dos Trece,340252,Municipio,M3,Formosa,34,BAHRA,IGN
201,Gobierno local,MULTIPOINT(-62.008962863945 -23.1624402107471),Junta El Potrillo,Junta,El Potrillo,349126,Junta Vecinal,JV,Formosa,34,BAHRA,IGN
202,Gobierno local,MULTIPOINT(-62.3065720147866 -23.1838295307082),Municipio El Chorro,Municipio,El Chorro,340259,Municipio,M3,Formosa,34,BAHRA,IGN
203,Gobierno local,MULTIPOINT(-66.0897449983329 -23.3426413720017),Comisión Abdón Castro Tolay,Comisión,Abdón Castro Tolay,386007,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
204,Gobierno local,MULTIPOINT(-65.6970391781155 -22.7226922707317),Municipio Abra Pampa,Municipio,Abra Pampa,380014,Municipio,MU,Jujuy,38,BAHRA,IGN
205,Gobierno local,MULTIPOINT(-65.7938776013702 -23.1691469687576),Comisión Abralaite,Comisión,Abralaite,386014,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
206,Gobierno local,MULTIPOINT(-65.6968659138308 -22.5341142285887),Comisión Puesto del Marquez,Comisión,Puesto del Marquez,386021,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
207,Gobierno local,MULTIPOINT(-64.923249881177 -24.5844324783761),Municipio Aguas Calientes,Municipio,Aguas Calientes,380049,Municipio,MU,Jujuy,38,BAHRA,IGN
208,Gobierno local,MULTIPOINT(-65.1656035910328 -24.4405418845003),Municipio Monterrico,Municipio,Monterrico,380063,Municipio,MU,Jujuy,38,BAHRA,IGN
209,Gobierno local,MULTIPOINT(-65.1201424883851 -24.383744786093),Municipio Perico,Municipio,Perico,380077,Municipio,MU,Jujuy,38,BAHRA,IGN
210,Gobierno local,MULTIPOINT(-65.2615423190227 -24.3892859786649),Municipio El Carmen,Municipio,El Carmen,380056,Municipio,MU,Jujuy,38,BAHRA,IGN
211,Gobierno local,MULTIPOINT(-64.9675926588741 -24.4816730042057),Municipio Puesto Viejo,Municipio,Puesto Viejo,380074,Municipio,MU,Jujuy,38,BAHRA,IGN
212,Gobierno local,MULTIPOINT(-65.0725522668736 -24.5351759255285),Municipio Pampa Blanca,Municipio,Pampa Blanca,380070,Municipio,MU,Jujuy,38,BAHRA,IGN
213,Gobierno local,MULTIPOINT(-65.2994830802799 -24.1858286712561),Municipio San Salvador de Jujuy,Municipio,San Salvador de Jujuy,380035,Municipio,MU,Jujuy,38,BAHRA,IGN
214,Gobierno local,MULTIPOINT(-65.402072628449 -24.1197099415605),Municipio Yala,Municipio,Yala,380042,Municipio,MU,Jujuy,38,BAHRA,IGN
215,Gobierno local,MULTIPOINT(-65.3480011503328 -23.2079423926273),Municipio Humahuaca,Municipio,Humahuaca,380105,Municipio,MU,Jujuy,38,BAHRA,IGN
216,Gobierno local,MULTIPOINT(-65.6789277736978 -23.2133391783603),Municipio El Aguilar,Municipio,El Aguilar,380091,Municipio,MU,Jujuy,38,BAHRA,IGN
217,Gobierno local,MULTIPOINT(-65.3526601925138 -22.9787325361776),Comisión Hipólito Yrigoyen,Comisión,Hipólito Yrigoyen,386056,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
218,Gobierno local,MULTIPOINT(-65.5875851902043 -22.9182105546733),Comisión Tres Cruces,Comisión,Tres Cruces,386063,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
219,Gobierno local,MULTIPOINT(-64.79279911119 -23.8152198376254),Municipio Libertador General San Martín,Municipio,Libertador General San Martín,380140,Municipio,MU,Jujuy,38,BAHRA,IGN
220,Gobierno local,MULTIPOINT(-64.770037041776 -23.7745688569671),Municipio Calilegua,Municipio,Calilegua,380126,Municipio,MU,Jujuy,38,BAHRA,IGN
221,Gobierno local,MULTIPOINT(-64.4716419536132 -23.6428018913941),Municipio Yuto,Municipio,Yuto,380147,Municipio,MU,Jujuy,38,BAHRA,IGN
222,Gobierno local,MULTIPOINT(-64.5916005257436 -23.7399374749345),Municipio Caimancito,Municipio,Caimancito,380119,Municipio,MU,Jujuy,38,BAHRA,IGN
223,Gobierno local,MULTIPOINT(-64.8015909923304 -23.9408889545616),Municipio Fraile Pintado,Municipio,Fraile Pintado,380133,Municipio,MU,Jujuy,38,BAHRA,IGN
224,Gobierno local,MULTIPOINT(-65.2134867640029 -24.2578938091519),Municipio Palpalá,Municipio,Palpalá,380154,Municipio,MU,Jujuy,38,BAHRA,IGN
225,Gobierno local,MULTIPOINT(-66.1671505101879 -22.4407001997544),Comisión Rinconada,Comisión,Rinconada,386077,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
226,Gobierno local,MULTIPOINT(-66.4982688672144 -22.6948086207212),Comisión Mina Pirquitas,Comisión,Mina Pirquitas,386070,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
227,Gobierno local,MULTIPOINT(-65.3316966197032 -24.3704546759425),Municipio San Antonio,Municipio,San Antonio,380161,Municipio,MU,Jujuy,38,BAHRA,IGN
228,Gobierno local,MULTIPOINT(-64.8402313541936 -24.1785670657175),Comisión Arrayanal,Comisión,Arrayanal,386091,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
229,Gobierno local,MULTIPOINT(-64.8385395009971 -24.2246560831117),Municipio La Esperanza,Municipio,La Esperanza,380196,Municipio,MU,Jujuy,38,BAHRA,IGN
230,Gobierno local,MULTIPOINT(-64.867816066858 -24.231728278837),Municipio San Pedro de Jujuy,Municipio,San Pedro de Jujuy,380224,Municipio,MU,Jujuy,38,BAHRA,IGN
231,Gobierno local,MULTIPOINT(-64.9316417258849 -24.3085245638575),Comisión Rosario de Río Grande,Comisión,Rosario de Río Grande,386112,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
232,Gobierno local,MULTIPOINT(-64.9667792526603 -24.3144458908651),Municipio La Mendieta,Municipio,La Mendieta,380203,Municipio,MU,Jujuy,38,BAHRA,IGN
233,Gobierno local,MULTIPOINT(-64.769409779038 -24.2715498606375),Comisión Rodeito,Comisión,Rodeito,386105,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
234,Gobierno local,MULTIPOINT(-64.4141251025914 -24.2605144353928),Comisión El Fuerte,Comisión,El Fuerte,386098,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
235,Gobierno local,MULTIPOINT(-64.6790174408022 -24.1784335109977),Comisión El Piquete,Comisión,El Piquete,386119,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
236,Gobierno local,MULTIPOINT(-64.3598888237102 -23.5563585230274),Municipio El Talar,Municipio,El Talar,380238,Municipio,MU,Jujuy,38,BAHRA,IGN
237,Gobierno local,MULTIPOINT(-64.3045617256431 -23.9777382401276),Municipio Palma Sola,Municipio,Palma Sola,380245,Municipio,MU,Jujuy,38,BAHRA,IGN
238,Gobierno local,MULTIPOINT(-64.6618458692914 -24.3093701352235),Municipio Santa Clara,Municipio,Santa Clara,380252,Municipio,MU,Jujuy,38,BAHRA,IGN
239,Gobierno local,MULTIPOINT(-64.4136601099261 -23.6679185621919),Comisión Vinalito,Comisión,Vinalito,386126,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
240,Gobierno local,MULTIPOINT(-65.8668223104013 -22.1006289766459),Comisión Cieneguillas,Comisión,Cieneguillas,386133,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
241,Gobierno local,MULTIPOINT(-66.0517684305686 -21.9471086806211),Comisión Santa Catalina,Comisión,Santa Catalina,386147,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
242,Gobierno local,MULTIPOINT(-67.0044968692351 -23.8701269415051),Comisión Catua,Comisión,Catua,386154,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
243,Gobierno local,MULTIPOINT(-66.36735061344 -23.3975405825318),Comisión Susques,Comisión,Susques,386168,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
244,Gobierno local,MULTIPOINT(-66.3666475720278 -23.0137852406963),Comisión Coranzuli,Comisión,Coranzuli,386161,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
245,Gobierno local,MULTIPOINT(-65.3500113275607 -23.4390388972273),Comisión Huacalera,Comisión,Huacalera,386175,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
246,Gobierno local,MULTIPOINT(-65.3933729260197 -23.5768951588844),Municipio Tilcara,Municipio,Tilcara,380329,Municipio,MU,Jujuy,38,BAHRA,IGN
247,Gobierno local,MULTIPOINT(-65.4088158620623 -23.6245410340414),Municipio Maimará,Municipio,Maimará,380322,Municipio,MU,Jujuy,38,BAHRA,IGN
248,Gobierno local,MULTIPOINT(-65.4640476050129 -23.9171533411537),Comisión Volcán,Comisión,Volcán,386203,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
249,Gobierno local,MULTIPOINT(-65.4992001423726 -23.7465944887446),Comisión Purmamarca,Comisión,Purmamarca,386189,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
250,Gobierno local,MULTIPOINT(-65.4675585232072 -23.8576990383798),Comisión Tumbaya,Comisión,Tumbaya,386196,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
251,Gobierno local,MULTIPOINT(-64.9467698893189 -23.4758185653744),Comisión Valle Grande,Comisión,Valle Grande,386238,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
252,Gobierno local,MULTIPOINT(-65.0924381173252 -23.3633718396387),Comisión Caspalá,Comisión,Caspalá,386210,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
253,Gobierno local,MULTIPOINT(-65.0081791023836 -23.5545915953258),Comisión Pampichuela,Comisión,Pampichuela,386217,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
254,Gobierno local,MULTIPOINT(-64.9506186801079 -23.6220827264366),Comisión San Francisco,Comisión,San Francisco,386224,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
255,Gobierno local,MULTIPOINT(-64.989155262905 -23.3559990041507),Comisión Santa Ana,Comisión,Santa Ana,386231,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
256,Gobierno local,MULTIPOINT(-65.4625308102487 -22.1307244840477),Comisión Yavi,Comisión,Yavi,386273,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
257,Gobierno local,MULTIPOINT(-65.5292683778333 -22.247072172043),Comisión Barrios,Comisión,Barrios,386245,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
258,Gobierno local,MULTIPOINT(-65.5809946192063 -22.4242323234629),Comisión Cangrejillos,Comisión,Cangrejillos,386252,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
259,Gobierno local,MULTIPOINT(-65.3379898487525 -22.3883194120112),Comisión El Cóndor,Comisión,El Cóndor,386259,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
260,Gobierno local,MULTIPOINT(-65.6800738580221 -22.2899728229874),Comisión Pumahuasi,Comisión,Pumahuasi,386266,Comisión Municipal,CM,Jujuy,38,BAHRA,IGN
261,Gobierno local,MULTIPOINT(-65.5963734749558 -22.1044517824238),Municipio La Quiaca,Municipio,La Quiaca,380406,Municipio,MU,Jujuy,38,BAHRA,IGN
262,Gobierno local,MULTIPOINT(-55.6770709040989 -28.0607079304266),Municipio Azara,Municipio,Azara,540014,Municipio,M2,Misiones,54,BAHRA,IGN
263,Gobierno local,MULTIPOINT(-55.7548578409166 -27.914135934126),Municipio Apóstoles,Municipio,Apóstoles,540007,Municipio,M1,Misiones,54,BAHRA,IGN
264,Gobierno local,MULTIPOINT(-55.7803037094486 -27.7699944024197),Municipio San José,Municipio,San José,540021,Municipio,M2,Misiones,54,BAHRA,IGN
265,Gobierno local,MULTIPOINT(-55.6094041497817 -28.004253111292),Municipio Tres Capones,Municipio,Tres Capones,540028,Municipio,M2,Misiones,54,BAHRA,IGN
266,Gobierno local,MULTIPOINT(-54.8934176145312 -27.0956756510104),Municipio Aristóbulo del Valle,Municipio,Aristóbulo del Valle,540035,Municipio,M1,Misiones,54,BAHRA,IGN
267,Gobierno local,MULTIPOINT(-54.9797024000457 -27.2079594753495),Municipio Campo Grande,Municipio,Campo Grande,540042,Municipio,M1,Misiones,54,BAHRA,IGN
268,Gobierno local,MULTIPOINT(-54.6081561346978 -27.013338352383),Municipio Dos de Mayo,Municipio,Dos de Mayo,540049,Municipio,M1,Misiones,54,BAHRA,IGN
269,Gobierno local,MULTIPOINT(-55.4800946077799 -27.4854037772625),Municipio Bonpland,Municipio,Bonpland,540056,Municipio,M2,Misiones,54,BAHRA,IGN
270,Gobierno local,MULTIPOINT(-55.7439632351152 -27.4612179182723),Municipio Candelaria,Municipio,Candelaria,540063,Municipio,M1,Misiones,54,BAHRA,IGN
271,Gobierno local,MULTIPOINT(-55.6096054998939 -27.5119171905259),Municipio Cerro Corá,Municipio,Cerro Corá,540070,Municipio,M2,Misiones,54,BAHRA,IGN
272,Gobierno local,MULTIPOINT(-55.3772951434561 -27.4231319470816),Municipio Mártires,Municipio,Mártires,540084,Municipio,M2,Misiones,54,BAHRA,IGN
273,Gobierno local,MULTIPOINT(-55.7045653967756 -27.5617193818439),Municipio Profundidad,Municipio,Profundidad,540091,Municipio,M2,Misiones,54,BAHRA,IGN
274,Gobierno local,MULTIPOINT(-55.5817097000426 -27.3692137835892),Municipio Santa Ana,Municipio,Santa Ana,540098,Municipio,M2,Misiones,54,BAHRA,IGN
275,Gobierno local,MULTIPOINT(-55.522249458146 -27.3329451758791),Municipio Loreto,Municipio,Loreto,540077,Municipio,M2,Misiones,54,BAHRA,IGN
276,Gobierno local,MULTIPOINT(-55.8297016555069 -27.4837771069279),Municipio Garupá,Municipio,Garupá,540112,Municipio,M1,Misiones,54,BAHRA,IGN
277,Gobierno local,MULTIPOINT(-55.8939802751695 -27.3664259796752),Municipio Posadas,Municipio,Posadas,540119,Municipio,M1,Misiones,54,BAHRA,IGN
278,Gobierno local,MULTIPOINT(-55.521588221719 -27.9805783900806),Municipio Concepción de la Sierra,Municipio,Concepción de la Sierra,540126,Municipio,M2,Misiones,54,BAHRA,IGN
279,Gobierno local,MULTIPOINT(-55.4073344045591 -27.9345141292237),Municipio Santa María,Municipio,Santa María,540133,Municipio,M2,Misiones,54,BAHRA,IGN
280,Gobierno local,MULTIPOINT(-54.6246096254338 -26.3336870241368),Municipio Colonia Victoria,Municipio,Colonia Victoria,540147,Municipio,M2,Misiones,54,BAHRA,IGN
281,Gobierno local,MULTIPOINT(-54.5912164488799 -26.1817287084131),Municipio Colonia Delicia,Municipio,Colonia Delicia,540140,Municipio,M2,Misiones,54,BAHRA,IGN
282,Gobierno local,MULTIPOINT(-54.4664724267611 -26.4302805287234),Municipio 9 de Julio,Municipio,9 de Julio,540161,Municipio,M2,Misiones,54,BAHRA,IGN
283,Gobierno local,MULTIPOINT(-54.6829642578941 -26.4273389695178),Municipio Eldorado,Municipio,Eldorado,540154,Municipio,M1,Misiones,54,BAHRA,IGN
